name,latitude,longitude,average_cost_for_two,price_range,aggregate_rating,votes,cuisines,highlights,all_reviews_count,photo_count
Shree Ganesh Snacks And Fast Food,18.5732910112,73.8827706501,150,1,3.7,17,"Street Food, North Indian","['Breakfast', 'Lunch', 'Cash', 'No Seating Available', 'Dinner', 'Takeaway Available']",11,5
RK Pure Veg,18.5732427034,73.8826935366,400,1,3.4,3987,"North Indian, Chinese, Fast Food, Beverages","['Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Pure Veg']",147,59
Reddy Vada Pav,18.5744275100,73.8925117627,100,1,3.8,33,Street Food,"['No Seating Available', 'Cash', 'Takeaway Available']",6,2
Radha Krishna Veg,18.5743239033,73.8914288208,600,2,3.5,44,"South Indian, Street Food, Chinese, Fast Food, Mughlai, Desserts, Beverages","['Lunch', 'Delivery', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg', 'Indoor Seating']",19,11
Hotel Vaishnavi Pure Veg,18.5746458466,73.8934854046,450,1,3.4,85,"North Indian, Chinese","['Dinner', 'Credit Card', 'Cash', 'Delivery', 'Takeaway Available', 'Lunch', 'Debit Card', 'Indoor Seating', 'Pure Veg', 'Digital Payments Accepted']",7,1
Gupta Ji Pure Veg,18.5750476000,73.8939068000,400,1,0,7,"North Indian, Fast Food","['Lunch', 'Cash', 'Dinner', 'Delivery']",0,0
Shri Sai Pure Veg,18.5750476000,73.8939068000,350,1,0,0,"North Indian, Beverages","['Lunch', 'Cash', 'Dinner', 'Delivery']",0,0
Balaji Pure Veg,18.5750476000,73.8939068000,350,1,0,0,Beverages,"['Cash', 'Delivery']",0,0
Indira,18.5747033704,73.8940483332,150,1,0,3,"Desserts, Ice Cream","['Cash', 'Delivery', 'Takeaway Available', 'Debit Card', 'Credit Card', 'Outdoor Seating', 'Desserts and Bakes', 'Pure Veg', 'Digital Payments Accepted']",1,0
Anup Hotel,18.5742380941,73.8906251639,400,1,2.8,24,"North Indian, Chinese","['Dinner', 'Cash', 'Breakfast', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted', 'Free Parking']",6,4
Khandeshi Darbar,18.5747500887,73.8945951685,500,2,3.2,1491,"Maharashtrian, Mughlai","['Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Indoor Seating']",29,16
Zaika-E-Hyderabad,18.5749766880,73.8950900361,650,2,0,18,"North Indian, Chinese, Maharashtrian","['No Seating Available', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Digital Payments Accepted']",4,1
Shree Mauli Special,18.5752236268,73.8951577619,550,2,3.2,82,"Chinese, North Indian, South Indian, Fast Food","['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted']",4,0
Mad Momos,18.5751616537,73.8951832429,400,1,3.6,4044,"Sandwich, Burger, Pizza, Momos, Beverages","['Lunch', 'Cash', 'Breakfast', 'Dinner', 'Delivery']",142,68
Big Loaf Sandwich,18.5751616537,73.8951832429,300,1,3.2,60,"Sandwich, Street Food, Fast Food, Desserts, Beverages","['No Seating Available', 'Dinner', 'Delivery', 'Breakfast', 'Lunch', 'Cash', 'Takeaway Available']",17,0
Surabhi Pure Veg Family Restaurant,18.5750920532,73.8952157646,300,1,3.4,4,"North Indian, Chinese","['Dinner', 'Lunch', 'Cash', 'Takeaway Available', 'Free Parking', 'Indoor Seating', 'Pure Veg', 'Digital Payments Accepted']",2,0
RollChi,18.5752007444,73.8951852545,300,1,3.4,167,"Rolls, Chinese, North Indian","['Dinner', 'Credit Card', 'Cash', 'Debit Card', 'Delivery', 'Lunch', 'Takeaway Available', 'Digital Payments Accepted', 'Free Parking', 'Outdoor Seating']",16,4
Hotel Samai Palace,18.5741802522,73.8895740733,600,2,2.8,9,"North Indian, Chinese, Mughlai","['Debit Card', 'Cash', 'Lunch', 'Credit Card', 'Dinner', 'Delivery', 'Digital Payments Accepted', 'Smoking Area', 'Fullbar', 'Outdoor Seating']",5,4
Indori Tadka Pure Veg,18.5752490516,73.8951772079,600,2,3.9,12,"Fast Food, Chinese, North Indian, South Indian, Kebab, Street Food","['No Seating Available', 'Dinner', 'Delivery', 'Breakfast', 'Lunch', 'Cash', 'Takeaway Available']",2,5
Kake Di Pavbhaji,18.5752258514,73.8951979950,400,1,3.9,17,"Street Food, Beverages","['No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available']",21,0
Mad Pav Bhaji,18.5752134568,73.8952020183,200,1,3.1,661,Street Food,"['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Standing Tables', 'Delivery', 'Digital Payments Accepted']",75,4
Red Chilly Chinese,18.5751753196,73.8952476159,500,2,3.6,126,"North Indian, Chinese, Biryani","['Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Free Parking', 'Digital Payments Accepted', 'Indoor Seating']",0,7
Klock Kitchen,18.5634025794,73.8846378028,600,2,3.3,138,"Italian, North Indian, Continental","['Dinner', 'Debit Card', 'Cash', 'Delivery', 'Takeaway Available', 'Lunch', 'Credit Card', 'Live Entertainment', 'Outdoor Seating', 'Air Conditioned', 'Vegan Options', 'Fullbar', 'Wifi', 'Valet Parking Available', 'Indoor Seating', 'Smoking Area', 'Live Sports Screening', 'Live Music', 'Serves Jain Food']",93,230
Papa Charlie Pizzeria,18.5633755000,73.8847733000,300,1,0,3,Pizza,"['Lunch', 'Dinner', 'Cash', 'Outdoor Seating', 'Air Conditioned', 'Pure Veg', 'Indoor Seating']",2,3
Atithi Family Restaurant,18.5647171290,73.8827089593,500,2,3.3,33,"North Indian, Chinese","['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted', 'Free Parking']",6,7
Andhra Hyderabad Biryani,18.5667579027,73.8834529370,400,1,3.3,134,"Biryani, Hyderabadi, North Indian, Chinese","['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating']",0,0
Andhra Biryani,18.5668039875,73.8835025579,350,1,3.2,565,"Biryani, Chinese, North Indian","['Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Free Parking', 'Digital Payments Accepted', 'Indoor Seating']",45,15
Baba Biryani,18.5668192431,73.8833714649,450,1,3.3,385,"Chinese, Biryani, North Indian","['Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted']",17,8
Thali Service,18.5676040330,73.8844366124,200,1,3.9,41,Maharashtrian,"['Takeaway Available', 'Lunch', 'Cash', 'Delivery', 'Dinner']",2,2
Pirajees,18.5686092298,73.8808847219,100,1,3.1,6,Bakery,"['Credit Card', 'Debit Card', 'Takeaway Available', 'Delivery', 'Cash', 'Desserts and Bakes', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned']",0,3
Irani Bakery,18.5673017023,73.8792525977,100,1,0,4,Bakery,"['No Seating Available', 'Delivery', 'Cash', 'Takeaway Available', 'Desserts and Bakes']",1,1
Gurunanak Sweets,18.5676608443,73.8792408630,200,1,3.2,29,"Mithai, Street Food","['Cash', 'Takeaway Available', 'Credit Card', 'Delivery', 'Debit Card', 'Free Parking', 'Desserts and Bakes', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']",11,27
Spice Island Chinese,18.5662833877,73.8783020899,550,2,3.8,113,"Chinese, North Indian, Maharashtrian","['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating']",23,6
Tandoor House,18.5686009664,73.8799419254,450,1,3.5,33,"North Indian, Mughlai","['Dinner', 'Cash', 'Delivery', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted', 'Free Parking']",0,0
Aangan Juice Corner,18.5659652425,73.8779118285,450,1,2.4,20,"North Indian, Fast Food, Beverages","['Dinner', 'Takeaway Available', 'Credit Card', 'Lunch', 'Cash', 'Debit Card', 'Indoor Seating', 'Pure Veg']",6,3
Shree Pure Veg,18.5670038999,73.8783681393,400,1,2.7,5,"North Indian, Chinese","['Cash', 'Lunch', 'Dinner', 'Takeaway Available', 'Pure Veg', 'Outdoor Seating', 'Indoor Seating']",0,6
Sai Datta - Sindhu Sagar,18.5687055300,73.8795288652,500,2,3.3,13,"North Indian, Chinese, Maharashtrian","['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Free Parking']",2,3
Rajusheth Misalwale,18.5705028067,73.8789595664,100,1,3.6,69,Street Food,"['Takeaway Available', 'Breakfast', 'Cash', 'Outdoor Seating', 'Indoor Seating', 'Pure Veg', 'Free Parking']",29,20
Coffee All Day,18.5701837160,73.8784942031,400,1,3.0,59,"Desserts, Fast Food, Beverages","['Delivery', 'Cash', 'Breakfast', 'Lunch', 'Takeaway Available', 'Dinner', 'Pure Veg', 'Digital Payments Accepted', 'Free Parking', 'Indoor Seating']",7,9
The Cake Factory,18.5702031030,73.8784968853,300,1,4.2,582,Bakery,"['Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'No Seating Available', 'Delivery', 'Mall Parking', 'Pure Veg', 'Air Conditioned', 'Desserts and Bakes']",44,59
Hotel Raj Veg And Non-Veg,18.5711762132,73.8790559352,350,1,0,0,Maharashtrian,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned']",0,0
Cafe Canephora,18.5701818091,73.8784194365,600,2,3.1,4,"Cafe, Fast Food","['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Delivery', 'Debit Card', 'Indoor Seating', 'Desserts and Bakes', 'Digital Payments Accepted', 'Pure Veg']",3,4
